0	3859	4.0
0	0	4.0
0	18437	4.0
0	12834	4.0
0	5496	4.0
0	2864	4.0
0	13221	4.0
0	5877	4.0
0	227	4.0
0	10613	4.0
0	22189	4.0
0	14095	4.0
0	14159	4.0
0	24974	4.0
0	6094	4.0
0	4621	4.0
0	1537	4.0
0	12596	4.0
0	23753	4.0
0	1664	4.0
0	19282	4.0
0	3202	4.0
0	11010	4.0
0	5689	4.0
0	19051	4.0
0	5319	4.0
0	15818	4.0
0	5777	4.0
1	3202	4.0
1	23753	4.0
1	2864	4.0
1	3859	4.0
1	22189	4.0
1	300	4.0
1	5777	4.0
1	5319	4.0
1	24974	4.0
1	20544	4.0
1	227	4.0
1	20688	4.0
1	18437	4.0
1	6905	4.0
1	0	4.0
1	5689	4.0
1	13221	4.0
1	11010	4.0
1	12596	4.0
1	15818	4.0
2	7092	4.0
2	23005	4.0
2	13574	4.0
2	18155	4.0
2	24547	4.0
2	16061	4.0
2	12763	4.0
2	2360	4.0
2	5862	4.0
2	2985	4.0
2	21236	4.0
2	17041	4.0
2	160	4.0
2	10529	4.0
2	8738	4.0
2	14844	4.0
2	11987	4.0
2	8025	4.0
2	15470	4.0
2	16261	4.0
2	7322	4.0
2	13323	4.0
2	1	4.0
2	1698	4.0
2	1601	4.0
2	22421	4.0
2	11864	4.0
2	23999	4.0
2	17015	4.0
2	1016	4.0
2	4817	4.0
2	4955	4.0
2	21870	4.0
2	5941	4.0
2	7705	4.0
2	24161	4.0
2	14560	4.0
2	19345	4.0
2	21944	4.0
2	21436	4.0
2	20702	4.0
2	11450	4.0
2	4078	4.0
2	8198	4.0
2	6514	4.0
2	13422	4.0
2	8715	4.0
2	11067	4.0
2	13508	4.0
2	15163	4.0
2	1784	4.0
2	1742	4.0
2	12186	4.0
2	10983	4.0
2	1492	4.0
2	1485	4.0
2	16482	4.0
2	3731	4.0
2	19773	4.0
2	10212	4.0
2	464	4.0
2	19503	4.0
2	13418	4.0
2	24596	4.0
2	6111	4.0
2	20993	4.0
2	24101	4.0
2	22392	4.0
2	12386	4.0
2	22631	4.0
2	13805	4.0
2	8971	4.0
2	20428	4.0
2	6844	4.0
2	23784	4.0
3	18404	4.0
3	12474	4.0
3	13883	4.0
3	1	4.0
3	21008	4.0
3	12468	4.0
3	4696	4.0
3	8848	4.0
3	17221	4.0
3	11246	4.0
3	8572	4.0
3	14504	4.0
3	24580	4.0
3	5067	4.0
3	25144	4.0
3	13553	4.0
3	11772	4.0
3	20326	4.0
3	8468	4.0
3	21229	4.0
3	4474	4.0
3	24540	4.0
3	22065	4.0
3	15114	4.0
3	18211	4.0
3	15453	4.0
3	14059	4.0
3	15510	4.0
3	15816	4.0
3	17930	4.0
3	2127	4.0
3	16975	4.0
3	12241	4.0
3	9212	4.0
3	15564	4.0
3	7891	4.0
3	1360	4.0
3	8500	4.0
3	2171	4.0
3	13716	4.0
3	15502	4.0
3	24519	4.0
3	496	4.0
3	6586	4.0
4	1	4.0
4	1261	4.0
4	10341	4.0
4	7405	4.0
5	20938	4.0
5	13089	4.0
5	19907	4.0
5	17373	4.0
5	2143	4.0
5	10845	4.0
5	16678	4.0
5	24092	4.0
5	21390	4.0
5	9352	4.0
5	1674	4.0
5	2853	4.0
5	25246	4.0
5	657	4.0
5	19449	4.0
5	21902	4.0
5	373	4.0
5	9374	4.0
5	561	4.0
5	15085	4.0
6	38	4.0
6	23562	4.0
6	20938	4.0
6	7472	4.0
6	2041	4.0
6	19016	4.0
6	1674	4.0
6	20177	4.0
6	25301	4.0
6	8702	4.0
6	16678	4.0
6	13434	4.0
6	24422	4.0
6	18527	4.0
6	19449	4.0
6	18970	4.0
6	6743	4.0
6	2853	4.0
6	12644	4.0
6	5875	4.0
6	19620	4.0
7	12989	4.0
7	182	4.0
8	12129	4.0
8	3825	4.0
9	6483	4.0
9	2528	4.0
9	15519	4.0
9	8101	4.0
9	7326	4.0
9	24278	4.0
9	5232	4.0
9	12592	4.0
9	3	4.0
9	24646	4.0
9	23238	4.0
9	9567	4.0
10	4859	4.0
10	11557	4.0
10	3649	4.0
10	19935	4.0
10	5872	4.0
10	15624	4.0
10	13086	4.0
10	2020	4.0
10	811	4.0
10	5342	4.0
10	20531	4.0
10	8968	4.0
10	13090	4.0
10	6742	4.0
10	11742	4.0
10	25559	4.0
10	20235	4.0
10	6463	4.0
10	8806	4.0
10	8721	4.0
11	6538	4.0
11	12534	4.0
11	20531	4.0
11	17442	4.0
11	8806	4.0
11	18713	4.0
11	6977	4.0
11	20098	4.0
11	811	4.0
11	6412	4.0
11	17672	4.0
11	10253	4.0
11	19935	4.0
11	4323	4.0
11	13501	4.0
11	23641	4.0
11	13948	4.0
11	7965	4.0
12	9844	4.0
12	8353	4.0
12	24586	4.0
12	5	4.0
12	23909	4.0
13	5	4.0
13	4562	4.0
13	7839	4.0
13	12089	4.0
13	3945	4.0
13	7961	4.0
13	10354	4.0
13	8205	4.0
14	6014	4.0
14	16693	4.0
14	9405	4.0
14	16246	4.0
14	11441	4.0
14	22132	4.0
14	16345	4.0
14	4489	4.0
14	23138	4.0
14	17229	4.0
14	25363	4.0
14	13050	4.0
14	8113	4.0
14	4476	4.0
14	17228	4.0
14	16158	4.0
14	21382	4.0
15	12791	4.0
15	24437	4.0
15	7636	4.0
15	13891	4.0
15	9625	4.0
15	12701	4.0
15	22106	4.0
15	10523	4.0
15	3071	4.0
15	23081	4.0
15	3572	4.0
15	16144	4.0
15	21339	4.0
15	1617	4.0
15	23592	4.0
15	1645	4.0
15	17653	4.0
15	22568	4.0
15	20383	4.0
15	12708	4.0
15	13713	4.0
15	2646	4.0
15	6217	4.0
15	13936	4.0
15	18387	4.0
15	19121	4.0
15	21608	4.0
15	9365	4.0
15	8475	4.0
15	22143	4.0
15	25427	4.0
15	6005	4.0
15	15613	4.0
15	3131	4.0
15	7873	4.0
15	10794	4.0
15	21609	4.0
15	4892	4.0
15	1898	4.0
15	20528	4.0
15	21965	4.0
15	23663	4.0
15	22132	4.0
15	4487	4.0
15	18897	4.0
15	23823	4.0
15	20122	4.0
15	2223	4.0
15	121	4.0
15	20568	4.0
15	16151	4.0
15	14268	4.0
15	24032	4.0
15	20271	4.0
15	23847	4.0
15	21655	4.0
15	632	4.0
15	25312	4.0
15	13884	4.0
15	19535	4.0
15	15677	4.0
15	6162	4.0
15	20001	4.0
15	10998	4.0
15	19510	4.0
15	5788	4.0
15	20002	4.0
15	18460	4.0
15	5574	4.0
15	1115	4.0
15	2412	4.0
15	2103	4.0
15	23432	4.0
15	15249	4.0
15	11689	4.0
15	8884	4.0
15	17743	4.0
15	12852	4.0
15	18750	4.0
15	3969	4.0
15	21212	4.0
15	7593	4.0
15	4380	4.0
15	17285	4.0
15	22659	4.0
15	11015	4.0
15	21462	4.0
15	5639	4.0
15	14088	4.0
15	7975	4.0
15	7850	4.0
15	21610	4.0
15	18172	4.0
15	16848	4.0
15	9727	4.0
15	25133	4.0
15	23941	4.0
15	17042	4.0
15	19739	4.0
15	22321	4.0
15	13669	4.0
15	19134	4.0
15	12932	4.0
15	9462	4.0
15	6890	4.0
15	798	4.0
15	11129	4.0
15	5491	4.0
15	23600	4.0
15	14905	4.0
15	8248	4.0
15	4496	4.0
15	25222	4.0
15	22528	4.0
15	7383	4.0
15	6154	4.0
15	7716	4.0
15	1296	4.0
15	21806	4.0
15	7011	4.0
15	17344	4.0
15	22788	4.0
15	15263	4.0
15	22092	4.0
15	18812	4.0
15	13477	4.0
15	24404	4.0
15	16111	4.0
15	1992	4.0
15	1218	4.0
15	21544	4.0
15	12942	4.0
15	9663	4.0
15	11020	4.0
15	8554	4.0
15	7760	4.0
15	14916	4.0
15	1860	4.0
15	9897	4.0
15	24926	4.0
15	13004	4.0
15	12957	4.0
15	16960	4.0
15	20787	4.0
15	25159	4.0
15	6358	4.0
15	5431	4.0
15	20789	4.0
15	17162	4.0
15	1479	4.0
15	11963	4.0
15	21326	4.0
15	8501	4.0
15	12833	4.0
15	5773	4.0
15	18531	4.0
15	24158	4.0
15	21375	4.0
15	16779	4.0
15	11308	4.0
15	14163	4.0
15	6728	4.0
15	4011	4.0
15	6	4.0
15	629	4.0
15	23410	4.0
15	25517	4.0
15	12053	4.0
15	8223	4.0
15	9825	4.0
15	20269	4.0
15	13580	4.0
15	10903	4.0
15	20060	4.0
15	4695	4.0
15	8974	4.0
15	23049	4.0
15	24185	4.0
15	15989	4.0
15	18520	4.0
15	1940	4.0
15	11529	4.0
15	908	4.0
15	10233	4.0
15	10693	4.0
15	16527	4.0
15	10262	4.0
15	7938	4.0
15	9479	4.0
15	12950	4.0
15	19388	4.0
15	3620	4.0
15	7483	4.0
15	9324	4.0
15	15212	4.0
15	349	4.0
15	6721	4.0
15	22072	4.0
15	22435	4.0
15	5206	4.0
15	16103	4.0
15	1113	4.0
15	10531	4.0
15	20198	4.0
15	1498	4.0
15	9687	4.0
15	17198	4.0
15	21291	4.0
15	6481	4.0
15	11837	4.0
15	8132	4.0
15	3422	4.0
15	15693	4.0
15	22975	4.0
15	5636	4.0
15	19053	4.0
15	10656	4.0
15	937	4.0
15	18348	4.0
15	16304	4.0
15	7184	4.0
15	14999	4.0
15	13847	4.0
15	7608	4.0
15	330	4.0
15	5106	4.0
15	12553	4.0
15	10918	4.0
15	4690	4.0
15	17202	4.0
15	22937	4.0
15	12840	4.0
15	18216	4.0
15	10217	4.0
15	16694	4.0
15	7212	4.0
15	17518	4.0
15	19746	4.0
15	13234	4.0
15	10158	4.0
15	21439	4.0
15	17267	4.0
15	8941	4.0
15	13241	4.0
15	12842	4.0
15	24935	4.0
15	11162	4.0
15	3300	4.0
15	9872	4.0
15	12011	4.0
15	2014	4.0
15	3330	4.0
15	16630	4.0
15	10939	4.0
15	7821	4.0
15	15173	4.0
15	18250	4.0
15	22270	4.0
15	4712	4.0
15	6365	4.0
15	9004	4.0
15	1866	4.0
15	8781	4.0
15	10530	4.0
16	14649	4.0
16	12113	4.0
16	25089	4.0
16	9524	4.0
16	21654	4.0
16	15050	4.0
16	15920	4.0
16	4145	4.0
16	18800	4.0
16	948	4.0
16	9647	4.0
16	17140	4.0
16	1719	4.0
16	33	4.0
16	22233	4.0
16	20584	4.0
16	3794	4.0
16	11469	4.0
16	7730	4.0
16	16432	4.0
16	15836	4.0
16	17293	4.0
16	15667	4.0
16	18872	4.0
16	24327	4.0
16	18181	4.0
16	2155	4.0
16	7371	4.0
16	119	4.0
16	23555	4.0
16	7277	4.0
16	4117	4.0
16	6430	4.0
16	2985	4.0
16	19561	4.0
16	5771	4.0
16	14189	4.0
16	17903	4.0
16	4546	4.0
16	12375	4.0
16	19251	4.0
16	23186	4.0
16	7405	4.0
16	726	4.0
16	3275	4.0
16	576	4.0
16	1646	4.0
16	19311	4.0
16	19686	4.0
16	18225	4.0
16	19580	4.0
16	23389	4.0
16	20912	4.0
16	22221	4.0
16	25387	4.0
16	14504	4.0
16	7	4.0
16	4959	4.0
16	4326	4.0
16	117	4.0
16	7287	4.0
16	24781	4.0
16	20753	4.0
16	19459	4.0
16	14237	4.0
16	20318	4.0
16	23390	4.0
16	9741	4.0
16	18247	4.0
16	13258	4.0
16	21285	4.0
16	22838	4.0
16	24622	4.0
16	8183	4.0
16	19345	4.0
16	24553	4.0
16	18752	4.0
16	1245	4.0
16	12043	4.0
16	36	4.0
16	18605	4.0
16	21055	4.0
16	315	4.0
16	12516	4.0
16	10931	4.0
16	24649	4.0
16	23774	4.0
16	6477	4.0
17	7582	4.0
17	21537	4.0
17	22575	4.0
17	25474	4.0
17	24295	4.0
17	20320	4.0
17	4841	4.0
17	1207	4.0
18	12639	4.0
18	18356	4.0
18	9033	4.0
18	22402	4.0
18	21792	4.0
18	3752	4.0
18	11681	4.0
18	8	4.0
18	2848	4.0
18	21144	4.0
18	18438	4.0
18	21142	4.0
18	7956	4.0
18	7954	4.0
18	20754	4.0
18	5319	4.0
19	15390	4.0
19	21827	4.0
19	9	4.0
19	12626	4.0
19	340	4.0
19	13702	4.0
19	19706	4.0
19	23121	4.0
19	9449	4.0
19	13550	4.0
19	19080	4.0
19	11905	4.0
19	18096	4.0
19	9588	4.0
19	11336	4.0
19	21427	4.0
19	683	4.0
19	14701	4.0
19	9050	4.0
19	19669	4.0
19	15048	4.0
19	4813	4.0
19	14216	4.0
19	24447	4.0
20	9	4.0
20	11905	4.0
20	341	4.0
21	8565	4.0
21	340	4.0
21	9	4.0
21	11905	4.0
21	1951	4.0
21	6664	4.0
21	24339	4.0
21	4813	4.0
22	14626	4.0
22	19099	4.0
22	19494	4.0
22	14939	4.0
22	8396	4.0
22	9779	4.0
22	12284	4.0
22	10	4.0
22	24075	4.0
22	14628	4.0
23	7766	4.0
23	3825	4.0
23	12570	4.0
23	14181	4.0
23	24030	4.0
23	22696	4.0
23	16605	4.0
23	5369	4.0
23	7797	4.0
23	18325	4.0
23	19734	4.0
23	6070	4.0
23	11928	4.0
23	16441	4.0
23	19373	4.0
23	19648	4.0
23	14307	4.0
23	15707	4.0
23	18248	4.0
23	14322	4.0
23	11846	4.0
23	7882	4.0
23	13378	4.0
23	10311	4.0
23	15847	4.0
23	18428	4.0
23	6656	4.0
23	13390	4.0
23	3133	4.0
23	15109	4.0
23	18470	4.0
23	8495	4.0
23	22624	4.0
23	18864	4.0
23	17251	4.0
23	12748	4.0
23	10755	4.0
23	6510	4.0
23	311	4.0
23	21777	4.0
23	20767	4.0
23	1322	4.0
23	4947	4.0
23	22807	4.0
23	20436	4.0
23	6108	4.0
23	20872	4.0
23	20005	4.0
23	9210	4.0
23	1229	4.0
23	16884	4.0
23	1780	4.0
23	13742	4.0
23	24435	4.0
23	9283	4.0
23	12378	4.0
23	2528	4.0
23	18245	4.0
23	11702	4.0
23	15753	4.0
23	3559	4.0
23	18952	4.0
23	12698	4.0
23	14118	4.0
23	15196	4.0
23	10912	4.0
23	23105	4.0
23	18371	4.0
23	9567	4.0
23	16659	4.0
23	244	4.0
23	2340	4.0
23	24970	4.0
23	21645	4.0
23	16300	4.0
23	18553	4.0
23	11957	4.0
23	8939	4.0
23	21863	4.0
23	1996	4.0
23	6299	4.0
23	19530	4.0
23	3028	4.0
23	8528	4.0
